outcome,day_crash,hour_crash,road_type,road_condition,weather_condition,visibility,type_vehicle,type_vehicle2,gender,crash_type,age
0,2,Night,Asphalt,Dry,Clear,2,truck,bus,male,collision,33.825
0,3,Day,Asphalt,Dry,Clear,1,car,bus,female,collision,36.14166667
0,1,Day,Asphalt,Dry,NA,NA,NA,car,male,collision,51.38055556
1,2,Night,Asphalt,NA,Clear,1,car,pedestrian,male,collision,NA
0,7,Day,Asphalt,Dry,Clear,2,truck,car,male,collision,33.90833333
0,1,Night,Asphalt,Dry,NA,NA,truck,car,male,collision,40.21944444
0,2,Dawn,Asphalt,Dry,Clear,1,bus,NA,male,collision,37.86388889
NA,2,Night,Asphalt,Dry,NA,2,truck,car,NA,collision,NA
1,1,Day,NA,NA,Clear,1,car,pedestrian,male,collision,37.95833333
0,7,Night,Soil,Dry,Clear,3,car,NA,male,collision,45.975
0,2,Day,Asphalt,Dry,NA,1,car,NA,male,runover,53.275
0,3,Night,Asphalt,Dry,Clear,NA,motorcycle,truck,male,collision,23.83611111
0,2,Day,Asphalt,Wet or Damaged,NA,1,car,truck,male,collision,30.96944444
0,1,Day,Asphalt,Wet or Damaged,Unclear,1,car,car,female,collision,23.69444444
0,7,Night,Asphalt,Dry,NA,2,car,car,male,collision,57.46388889
1,4,Day,Asphalt,Dry,Clear,1,motorcycle,pedestrian,male,collision,22.59166667
0,2,Day,Asphalt,Dry,Clear,1,truck,truck,male,collision,26.70277778
0,7,Day,Asphalt,Dry,Clear,NA,bus,bus,male,collision,31.08611111
0,2,Dawn,Asphalt,NA,Clear,1,car,NA,male,collision,35.13055556
0,2,Day,Asphalt,Dry,Clear,1,car,car,male,collision,71.57777778
0,3,Day,Asphalt,NA,Clear,1,truck,bus,male,collision,NA
0,6,Night,Asphalt,Dry,Clear,2,truck,motorcycle,male,runover,30.90833333
0,7,Dawn,Asphalt,Dry,Clear,1,car,NA,male,collision,28.00277778
0,3,Night,Soil,Dry,Clear,2,truck,car,male,collision,36.06944444
1,3,Night,Asphalt,Dry,Clear,1,motorcycle,NA,male,collision,25.76944444
0,5,Day,Asphalt,Dry,Clear,NA,motorcycle,car,female,collision,43.13888889
0,1,Night,Asphalt,NA,Clear,1,truck,car,male,collision,32.00555556
0,1,Night,Asphalt,NA,Clear,1,truck,car,male,collision,32.00555556
0,4,Dawn,Asphalt,Dry,Clear,2,car,NA,male,runover,24.79444444
1,5,Dawn,Asphalt,Dry,Clear,1,motorcycle,bus,male,collision,33.93055556
0,6,Day,Asphalt,Dry,Clear,1,car,bus,male,collision,28.99444444
0,3,Night,Asphalt,NA,NA,2,truck,car,male,collision,44.26388889
0,4,Dawn,Asphalt,Dry,NA,1,truck,car,male,collision,39.05833333
0,6,Dawn,Soil,Dry,NA,NA,truck,NA,male,collision,32.975
0,5,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,33.03055556
0,2,Night,Asphalt,Dry,NA,1,motorcycle,car,male,collision,28.76944444
NA,5,Day,Asphalt,Wet or Damaged,Unclear,1,truck,NA,male,collision,22.925
0,5,Night,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,24.85555556
0,6,Dawn,Asphalt,NA,NA,NA,bus,NA,male,collision,39.14166667
0,3,Day,Asphalt,Dry,Clear,2,truck,car,male,collision,34.02222222
0,1,Day,Asphalt,Dry,NA,1,motorcycle,bus,male,collision,25.73888889
0,5,Day,Asphalt,Dry,Clear,NA,truck,car,male,collision,26.98333333
0,7,Night,Asphalt,Dry,NA,1,bus,car,male,collision,52.43055556
0,5,Day,Asphalt,Dry,Clear,NA,car,bus,male,collision,60.38611111
0,7,Night,Asphalt,Wet or Damaged,NA,3,car,car,male,collision,51.26111111
0,6,Day,Asphalt,Dry,Clear,1,car,bus,male,collision,36.14444444
0,1,Night,NA,NA,NA,NA,motorcycle,bus,male,collision,24.73333333
0,5,Day,Asphalt,Dry,Clear,1,car,truck,male,collision,25.91111111
0,7,Night,Asphalt,Dry,NA,3,truck,car,male,collision,55.475
0,6,Night,Asphalt,Dry,NA,2,car,car,male,collision,47.27777778
0,2,Night,Asphalt,Wet or Damaged,NA,2,motorcycle,car,male,collision,24.88611111
0,6,Night,Asphalt,Dry,Clear,3,car,NA,male,collision,33.03333333
0,3,Night,Asphalt,Dry,Clear,1,bus,car,male,collision,52.41388889
0,5,Night,Asphalt,Dry,Clear,2,truck,car,male,collision,41.08888889
1,2,Night,Asphalt,NA,NA,1,truck,pedestrian,male,collision,50.15555556
0,2,Night,Asphalt,Dry,Clear,1,bus,car,male,collision,25.98055556
0,7,Day,Asphalt,Dry,Clear,NA,car,NA,male,runover,33.91666667
0,6,Day,Asphalt,Dry,NA,NA,car,car,male,collision,55.39444444
0,7,Night,Asphalt,Dry,NA,NA,truck,car,male,runover,49.28055556
0,4,Day,Asphalt,Dry,NA,NA,car,NA,male,collision,37.3
0,2,Night,Asphalt,Dry,NA,1,car,car,male,collision,72.65
NA,4,Dawn,Asphalt,Dry,NA,2,car,NA,NA,collision,NA
0,2,Day,Asphalt,Dry,Clear,1,car,NA,male,collision,55.34444444
0,2,Day,Asphalt,NA,Clear,1,truck,truck,male,collision,48.37777778
0,5,Day,Asphalt,Dry,Clear,NA,bus,car,male,collision,35.02222222
0,1,Night,Asphalt,Dry,Clear,1,truck,car,male,collision,28.98055556
0,1,Day,Asphalt,NA,Clear,NA,truck,truck,male,collision,31.14722222
NA,3,Night,Asphalt,Dry,Clear,2,car,motorcycle,female,collision,51.075
0,3,Dawn,Asphalt,Dry,Clear,1,car,car,male,collision,27.99166667
0,2,Day,Asphalt,Dry,Clear,1,truck,truck,male,collision,25.86388889
0,5,Dawn,Asphalt,Dry,Clear,2,car,NA,male,collision,35.08055556
0,4,Day,Asphalt,Dry,Clear,1,car,car,male,collision,31.11666667
0,5,Day,Asphalt,Dry,Clear,NA,car,car,male,collision,52.32777778
0,5,Day,Asphalt,NA,Clear,1,motorcycle,motorcycle,male,collision,33.87222222
0,5,Dawn,Asphalt,Dry,Clear,1,bus,car,male,collision,35.25555556
0,1,Night,Asphalt,Dry,Clear,2,truck,truck,male,collision,55.32222222
0,6,Night,Asphalt,NA,Clear,1,car,NA,female,collision,21.83055556
0,7,Day,Asphalt,Dry,Clear,1,bus,NA,male,collision,35.86666667
0,3,Night,NA,NA,NA,NA,car,car,female,collision,27.96388889
0,3,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,30.95833333
0,3,Day,Asphalt,Dry,Clear,1,truck,truck,male,collision,30.35
0,3,Day,Asphalt,Dry,NA,NA,truck,car,male,collision,28.675
0,3,Night,Asphalt,Dry,Clear,2,car,car,male,collision,27.95277778
1,6,Day,Asphalt,Dry,NA,NA,motorcycle,pedestrian,male,collision,23.66944444
0,1,Night,NA,NA,Clear,1,truck,car,male,collision,23.59722222
0,4,Night,Asphalt,Dry,Clear,1,bus,bus,male,collision,57.3
0,1,Day,Asphalt,Dry,Clear,2,truck,car,male,collision,32.72777778
0,1,Dawn,Soil,Dry,Clear,1,truck,bus,male,collision,33.82222222
0,2,Night,Soil,Dry,Clear,1,truck,car,male,collision,28.98055556
0,5,Night,Asphalt,NA,Clear,1,car,car,male,collision,33.12777778
0,2,Day,Asphalt,Dry,Clear,1,motorcycle,motorcycle,male,collision,NA
1,5,Day,Asphalt,NA,Clear,1,motorcycle,pedestrian,male,collision,24.75833333
0,4,Dawn,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,37.94722222
0,6,Night,Asphalt,NA,Clear,2,car,car,male,collision,30.92777778
0,4,Night,Asphalt,Dry,Clear,3,truck,car,male,collision,26.93888889
0,4,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,34.18055556
0,3,Day,Asphalt,Dry,Clear,1,truck,bus,male,collision,24.88888889
0,5,Day,Asphalt,Dry,NA,NA,motorcycle,motorcycle,male,collision,33.14722222
0,1,Day,Asphalt,Dry,Clear,2,car,car,male,collision,55.37777778
0,7,Night,Asphalt,Dry,Clear,2,car,car,male,collision,40.1
0,4,Night,Asphalt,Dry,Clear,1,car,car,male,collision,43.29166667
0,2,Dawn,Asphalt,Dry,Unclear,2,bus,car,male,collision,36.68888889
1,3,Day,Asphalt,Wet or Damaged,Clear,1,motorcycle,pedestrian,male,collision,NA
0,2,Day,Asphalt,NA,NA,1,truck,bus,male,collision,34.79722222
0,5,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,32.86666667
0,2,Dawn,Asphalt,NA,Clear,3,motorcycle,car,male,collision,27.07222222
0,5,Night,Asphalt,NA,Clear,NA,motorcycle,truck,male,collision,33.75555556
0,3,Day,Asphalt,Dry,Clear,1,bus,bus,male,collision,25.925
0,6,Day,Asphalt,Dry,Clear,NA,truck,NA,male,collision,33.18888889
1,4,Day,Soil,NA,Clear,2,car,pedestrian,male,collision,33.83055556
0,3,Day,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,28.73333333
0,7,Day,Asphalt,NA,Clear,1,car,bus,male,collision,28.95833333
0,7,Day,Asphalt,Dry,Clear,1,car,car,female,collision,38.24722222
0,1,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,26.95277778
0,5,Day,Asphalt,Dry,NA,1,car,car,male,collision,32.77777778
0,4,Day,Asphalt,Wet or Damaged,Unclear,1,car,car,male,collision,33.94722222
0,6,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,25.875
0,6,Day,Asphalt,Dry,NA,NA,bus,motorcycle,male,collision,43.96111111
0,5,Day,Asphalt,Dry,Clear,1,car,car,male,collision,28.71944444
0,1,Night,Asphalt,Dry,Clear,1,motorcycle,truck,male,collision,34.95277778
0,4,Night,Asphalt,NA,NA,3,motorcycle,car,male,collision,31.05833333
0,6,Night,Asphalt,Dry,Clear,1,car,car,male,collision,32.89722222
0,3,Day,Asphalt,NA,NA,1,car,car,male,collision,36.10833333
0,3,Day,Asphalt,NA,Clear,1,car,motorcycle,male,collision,64.59166667
0,6,Night,Asphalt,NA,Clear,1,truck,car,male,collision,23.84444444
0,1,Day,Asphalt,Dry,NA,1,car,motorcycle,male,collision,35.24444444
0,6,Night,Asphalt,Dry,Clear,1,bus,bus,male,collision,32
0,4,Night,Asphalt,NA,Clear,2,car,car,male,collision,40.83333333
1,3,Day,Asphalt,Dry,Clear,1,motorcycle,pedestrian,male,collision,30.78333333
0,4,Night,Asphalt,Wet or Damaged,Unclear,2,car,car,male,collision,31.975
0,1,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,41.15555556
0,3,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,40.65555556
0,4,Day,Asphalt,Dry,Clear,1,bus,truck,male,collision,31.09722222
0,2,Day,Asphalt,Dry,Clear,1,motorcycle,motorcycle,male,collision,25.66944444
0,3,Day,Asphalt,NA,Clear,1,car,car,male,collision,43.15277778
1,6,Dawn,Asphalt,NA,Clear,1,car,motorcycle,male,collision,38.85
0,7,Night,Soil,Dry,Clear,1,car,NA,male,collision,23.28055556
0,7,Night,Asphalt,Dry,Clear,3,car,NA,male,collision,44.41111111
0,2,Night,Asphalt,Dry,Clear,2,car,truck,male,collision,30.93611111
0,7,Day,Asphalt,NA,NA,NA,bus,car,male,collision,31.73055556
0,6,Day,Asphalt,Wet or Damaged,Clear,1,car,car,male,collision,40.60277778
0,5,Day,Asphalt,NA,NA,1,car,car,male,collision,30.71111111
0,1,Day,Asphalt,NA,Clear,NA,truck,bus,male,collision,55.47777778
1,5,Day,Asphalt,Dry,Clear,1,truck,motorcycle,male,collision,29.69722222
0,4,Dawn,Asphalt,Dry,Clear,2,truck,truck,male,collision,30.98055556
0,2,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,32.76944444
0,2,Night,Soil,Wet or Damaged,Clear,1,truck,car,male,collision,22.40833333
0,6,Day,Asphalt,Dry,Clear,2,car,car,male,collision,36.81944444
0,2,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,41.70277778
0,5,Dawn,Asphalt,Dry,Clear,1,car,car,male,collision,NA
1,5,Day,Asphalt,Dry,Clear,1,bus,motorcycle,male,collision,32.83611111
0,1,Night,Asphalt,Dry,Clear,2,car,car,male,collision,31.75277778
0,3,Night,Asphalt,NA,Clear,1,truck,car,male,collision,53.23888889
0,1,Night,Asphalt,Dry,Clear,3,bus,pedestrian,male,collision,34.81666667
0,3,Night,Asphalt,Dry,Clear,1,truck,car,male,collision,26.93888889
0,7,Night,NA,Dry,Clear,1,truck,truck,male,collision,31.73055556
0,1,Day,Asphalt,Dry,Clear,1,bus,truck,male,collision,26.66111111
0,3,Day,Asphalt,Dry,Clear,1,car,NA,male,collision,37.78888889
0,4,Night,Asphalt,NA,Unclear,1,car,car,male,collision,29.53333333
1,6,Night,Asphalt,Dry,Clear,2,bus,motorcycle,male,collision,26.73333333
0,5,Night,Asphalt,Dry,Clear,NA,bus,bus,male,collision,39.13888889
0,4,Night,NA,Dry,NA,1,car,NA,male,collision,32.4
0,4,Day,Asphalt,Dry,Clear,1,car,car,male,collision,32.53888889
0,6,Day,Asphalt,Dry,NA,1,motorcycle,motorcycle,male,collision,27.68888889
0,3,Day,Asphalt,Dry,Clear,1,car,car,male,collision,46.54722222
0,2,Night,Asphalt,Dry,Clear,2,bus,car,male,collision,30.15555556
NA,1,Night,Asphalt,NA,Clear,1,NA,car,NA,collision,NA
1,1,Day,Asphalt,Dry,Clear,1,truck,pedestrian,male,collision,27.75277778
0,NA,Night,Asphalt,NA,Unclear,2,car,car,male,collision,45.48611111
0,6,Day,Asphalt,Dry,Clear,1,car,car,male,collision,36.19444444
0,2,Night,Asphalt,NA,Clear,1,bus,car,male,collision,39.46111111
0,7,Night,Asphalt,Dry,Clear,2,truck,truck,male,collision,41.225
0,2,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,41.31388889
0,3,Day,Asphalt,Dry,Clear,1,truck,NA,male,collision,30.39166667
0,4,Day,Asphalt,Dry,Clear,1,bus,bicycle,male,collision,NA
0,1,Night,Asphalt,Dry,Clear,3,car,motorcycle,male,collision,43.67222222
0,1,Day,Asphalt,NA,Clear,1,motorcycle,car,male,collision,26.05555556
0,1,Day,Asphalt,NA,Clear,2,car,car,male,collision,34.425
0,3,Night,Asphalt,NA,NA,1,car,car,NA,collision,NA
0,7,Dawn,Asphalt,Dry,Clear,2,truck,motorcycle,male,collision,35.925
0,4,Night,Asphalt,Dry,NA,2,bus,car,male,collision,32.36388889
0,4,Dawn,Asphalt,Dry,NA,1,car,NA,male,collision,24.36388889
0,4,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,37.22222222
0,7,Night,Asphalt,Dry,NA,2,car,car,male,collision,39.43611111
0,6,Night,Soil,Dry,NA,2,car,car,male,collision,39.56944444
1,3,Night,Asphalt,Dry,NA,1,truck,motorcycle,male,collision,36.68055556
0,5,Dawn,Asphalt,Dry,NA,1,truck,NA,male,collision,24.25
0,3,Day,Asphalt,Dry,Clear,3,car,car,male,collision,45.64722222
0,7,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,33.19166667
1,2,Day,Asphalt,NA,Clear,1,truck,pedestrian,male,collision,32.84722222
0,4,Day,Asphalt,Dry,NA,1,car,motorcycle,male,collision,31.34722222
0,3,Dawn,Asphalt,Dry,NA,3,truck,car,male,collision,45.66666667
0,5,Night,Asphalt,Dry,Clear,2,car,motorcycle,male,collision,48.38611111
0,5,Day,Asphalt,Dry,Clear,1,truck,bus,male,collision,50.08611111
0,1,Night,Asphalt,Dry,NA,NA,NA,car,male,collision,36.43333333
0,4,Night,Asphalt,Dry,Clear,2,truck,NA,male,collision,29.94722222
0,7,Day,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,33.46388889
1,6,Day,Asphalt,Dry,Clear,2,car,pedestrian,female,collision,NA
0,7,Night,Asphalt,Dry,Clear,3,bus,car,male,collision,33.36666667
0,4,Day,Asphalt,Dry,Clear,1,motorcycle,NA,male,collision,32.38333333
0,3,Day,Asphalt,Dry,Clear,1,truck,NA,male,collision,33.18055556
0,5,Dawn,Asphalt,Dry,Clear,2,NA,NA,male,collision,27.37222222
0,1,Day,Asphalt,Dry,NA,3,car,NA,male,collision,41.50555556
0,5,Night,Asphalt,Dry,Clear,2,truck,car,male,collision,37.20555556
0,5,Day,Asphalt,Dry,Clear,1,car,car,male,collision,52.6
0,3,Dawn,Asphalt,Dry,Clear,1,truck,car,male,collision,45.33611111
0,7,Night,Asphalt,Dry,NA,3,motorcycle,truck,male,collision,27.73055556
0,3,Dawn,Asphalt,Dry,NA,1,car,car,male,collision,38.52777778
0,6,Night,Asphalt,NA,Clear,3,car,NA,male,NA,39.33611111
0,5,Dawn,Asphalt,Dry,NA,1,truck,NA,male,collision,29.99166667
1,3,Day,Asphalt,Dry,Clear,1,motorcycle,NA,male,collision,33.74166667
0,5,Day,Asphalt,Dry,NA,3,bus,car,male,collision,35.06111111
0,7,Night,Asphalt,Dry,NA,2,motorcycle,motorcycle,male,NA,26.24722222
0,3,Day,Asphalt,Dry,NA,1,bus,car,male,collision,32.01111111
0,2,Day,Asphalt,Dry,Clear,1,car,car,male,collision,31.42222222
0,2,Day,Asphalt,Dry,Clear,1,bus,motorcycle,male,collision,47.225
0,7,Dawn,Asphalt,Dry,NA,2,car,car,male,collision,38.5
0,1,Night,Asphalt,Wet or Damaged,Unclear,2,bus,NA,male,runover,26.91388889
0,5,Night,Asphalt,Dry,Clear,2,truck,car,male,collision,32.11388889
0,5,Day,Asphalt,Dry,Clear,1,truck,truck,male,collision,53.4
0,4,Night,Asphalt,NA,Clear,1,motorcycle,car,male,runover,29.98611111
0,4,Day,Asphalt,Dry,Clear,1,motorcycle,motorcycle,male,runover,29.98611111
0,2,Dawn,Asphalt,Dry,Clear,1,truck,car,male,collision,36.05277778
0,2,Day,Soil,Dry,Clear,1,car,car,male,collision,28.04722222
0,7,Day,Asphalt,Dry,Clear,1,motorcycle,car,male,runover,NA
0,6,Day,Asphalt,Dry,Clear,1,truck,truck,male,collision,30.08333333
0,2,Night,Asphalt,Dry,Clear,1,car,car,male,collision,29.00277778
0,4,Night,Asphalt,NA,NA,1,car,motorcycle,male,runover,34.10277778
0,2,Dawn,Asphalt,Dry,Clear,1,car,car,female,collision,36.18333333
0,4,Day,Asphalt,Dry,Clear,3,car,car,male,collision,23.93611111
0,4,Day,Asphalt,Dry,Clear,NA,car,NA,male,collision,45.39722222
0,4,Night,Asphalt,Dry,Clear,1,car,car,male,collision,55.38888889
0,3,Day,Asphalt,Dry,Clear,1,car,car,male,collision,39.21111111
0,7,Night,Soil,NA,NA,3,bus,truck,male,collision,49.31111111
0,4,Day,Asphalt,Dry,Clear,1,truck,truck,male,collision,25.86944444
0,2,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,37.17777778
0,2,Night,Asphalt,NA,NA,1,car,NA,male,collision,34.09722222
0,3,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,47.23055556
0,3,Night,Asphalt,Dry,Clear,2,car,bus,male,collision,NA
0,3,Day,NA,Dry,Clear,1,car,car,male,collision,49.33611111
0,3,Night,Asphalt,Dry,Clear,2,car,car,male,collision,41.21944444
0,6,Day,Asphalt,Dry,NA,NA,bus,motorcycle,male,collision,31.78611111
0,3,Night,Asphalt,Dry,Clear,2,car,car,male,collision,33.12222222
0,4,Day,Asphalt,Dry,Clear,1,truck,bus,male,collision,48.18888889
0,6,Night,Asphalt,Dry,Clear,3,car,car,male,collision,22.96666667
0,3,Day,Asphalt,NA,Clear,1,car,motorcycle,male,collision,18.88055556
0,7,Day,Asphalt,NA,Clear,NA,bus,car,male,runover,23.08611111
0,6,Dawn,Asphalt,Dry,Clear,NA,car,NA,male,collision,33.24722222
0,2,Night,Asphalt,NA,Clear,1,truck,motorcycle,male,runover,61.48055556
0,4,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,33.24166667
0,7,Dawn,Asphalt,NA,Clear,NA,car,NA,male,collision,41.21111111
0,1,Day,Asphalt,Dry,NA,NA,truck,NA,male,collision,25.05833333
0,2,Day,Asphalt,Dry,Clear,1,truck,car,female,collision,46.38888889
0,1,Day,Asphalt,NA,NA,NA,bus,car,female,collision,21.99722222
0,3,Dawn,Asphalt,NA,NA,3,car,car,male,collision,21.025
0,4,Night,Asphalt,NA,Clear,3,truck,truck,male,collision,39.19444444
0,6,Day,Asphalt,Dry,NA,1,truck,car,male,collision,33.36388889
0,5,Day,Asphalt,Dry,Clear,NA,truck,motorcycle,male,collision,32.11388889
0,6,Night,Asphalt,NA,Clear,1,truck,NA,male,collision,28.07777778
NA,3,Day,Asphalt,NA,NA,NA,NA,truck,NA,collision,NA
0,2,Dawn,Asphalt,NA,Clear,2,car,car,male,collision,NA
0,3,Night,Asphalt,NA,NA,NA,truck,car,male,collision,34.15833333
0,3,Dawn,Asphalt,Dry,Clear,1,truck,NA,male,collision,33.18055556
0,1,Dawn,Asphalt,NA,NA,NA,truck,NA,male,collision,31.13055556
0,1,Night,Asphalt,Dry,NA,1,car,car,male,collision,25.33055556
0,7,Day,Asphalt,Dry,Clear,1,motorcycle,motorcycle,male,collision,26.81388889
0,4,Dawn,Asphalt,Dry,Clear,1,bus,car,male,collision,31.01944444
0,5,Night,Asphalt,Dry,Clear,2,truck,truck,male,collision,54.49444444
0,5,Day,Asphalt,Dry,Clear,NA,truck,car,male,collision,34.925
0,5,Night,Asphalt,Wet or Damaged,NA,NA,car,motorcycle,male,collision,64.6
0,2,Day,Asphalt,Dry,Clear,1,car,car,male,collision,30.31111111
0,1,Day,Asphalt,Dry,NA,1,truck,truck,male,collision,57.21388889
0,7,Night,Asphalt,Dry,Clear,3,motorcycle,car,male,collision,31.08611111
1,7,Night,NA,Dry,Clear,3,motorcycle,car,male,collision,26.73611111
0,7,Dawn,Asphalt,Wet or Damaged,Unclear,3,NA,car,NA,collision,NA
0,3,Day,Asphalt,Dry,Clear,1,car,NA,male,collision,47.36666667
0,1,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,51.53611111
0,6,Day,Asphalt,Dry,Clear,1,bus,truck,male,collision,34.90833333
0,1,Day,Asphalt,NA,Clear,1,truck,car,male,collision,45.27222222
0,6,Day,Soil,Dry,NA,1,NA,truck,male,collision,33.26666667
0,7,Night,Asphalt,Dry,Clear,2,bus,car,male,collision,29.975
0,7,Day,Asphalt,Dry,Clear,1,truck,bus,male,collision,41.21111111
0,2,Day,Asphalt,Dry,NA,1,motorcycle,truck,male,collision,19.58055556
0,6,Day,Asphalt,NA,Clear,1,car,car,male,collision,36.93611111
0,7,Night,Asphalt,Dry,Clear,2,bus,car,male,collision,35.28055556
0,3,Day,Asphalt,NA,Clear,2,car,car,male,collision,27.89444444
0,3,Night,Asphalt,Dry,Clear,NA,bus,bus,male,collision,34.93888889
0,3,Dawn,Asphalt,Dry,Clear,1,car,car,male,collision,33.86666667
0,7,Night,Asphalt,Dry,Clear,1,truck,car,male,collision,50.61666667
0,5,Night,Asphalt,Dry,Clear,NA,truck,car,male,collision,36.09444444
1,7,Day,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,31.76944444
0,4,Day,Asphalt,NA,NA,1,car,NA,male,collision,36.38333333
0,3,Day,Asphalt,Dry,Clear,1,car,car,male,collision,48.41944444
0,2,Night,Asphalt,Dry,Clear,3,car,car,male,collision,32.90555556
0,6,Dawn,Asphalt,Dry,NA,2,car,motorcycle,male,collision,38.36111111
0,1,Dawn,Asphalt,Dry,Clear,1,car,car,male,collision,35.4
0,5,Night,Asphalt,Dry,Clear,1,motorcycle,car,male,runover,27.80277778
0,6,Day,Asphalt,NA,Clear,1,car,car,male,collision,37.28611111
0,6,Day,Asphalt,Dry,NA,NA,bus,car,male,collision,36.29166667
1,4,Night,Asphalt,NA,Clear,1,bus,pedestrian,male,collision,NA
0,6,Night,Soil,Dry,Clear,3,car,truck,male,collision,36.275
0,3,Night,NA,Dry,Clear,1,truck,car,male,collision,39.875
0,2,Day,Asphalt,Dry,Clear,1,car,car,male,collision,47.36388889
0,7,Day,Asphalt,Dry,Clear,1,car,motorcycle,female,collision,35.31944444
0,5,Dawn,Soil,NA,Clear,3,bus,car,male,collision,30.3
1,7,Night,Asphalt,Dry,Clear,1,motorcycle,pedestrian,male,collision,33.76111111
0,6,Night,Asphalt,Dry,Clear,2,car,car,male,collision,30.84722222
0,2,Day,Asphalt,NA,Clear,1,bus,car,male,collision,24.18333333
0,7,Dawn,Asphalt,NA,NA,1,motorcycle,car,male,collision,27.24166667
0,1,Dawn,Asphalt,NA,Clear,1,truck,car,male,collision,31.88888889
NA,1,Day,Asphalt,Dry,Clear,1,NA,car,male,collision,39.88888889
0,7,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,28.84166667
0,2,Day,Asphalt,Dry,NA,1,truck,motorcycle,male,collision,32.21388889
0,5,Night,Asphalt,Dry,NA,1,car,truck,male,collision,43.50833333
0,6,Night,Asphalt,Dry,NA,2,truck,car,male,collision,57.59722222
0,7,Dawn,Asphalt,Dry,Clear,2,car,bus,male,collision,29.15555556
0,6,Night,Asphalt,Dry,NA,2,motorcycle,car,male,runover,28.81944444
0,1,Day,Asphalt,Dry,Clear,3,car,car,male,collision,46.52222222
0,4,Night,NA,Dry,NA,2,bus,car,male,collision,NA
0,6,Dawn,Asphalt,NA,NA,3,bus,NA,male,collision,35.41388889
0,1,Night,Asphalt,NA,Clear,2,car,car,male,collision,37.38888889
1,3,Day,Asphalt,Dry,Clear,1,bus,motorcycle,male,collision,38.1
0,6,Day,Asphalt,NA,NA,3,car,car,male,collision,41.42222222
0,1,Day,Asphalt,Dry,Clear,3,car,car,male,collision,37.13611111
0,7,Night,Asphalt,Dry,Clear,1,bus,truck,male,collision,36.35277778
0,5,Night,Asphalt,Dry,Clear,3,car,NA,female,collision,58.37777778
0,4,Night,Asphalt,Dry,Clear,3,car,car,male,collision,45.17222222
0,2,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,32.26111111
0,5,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,45.45833333
0,1,Day,Asphalt,Dry,Clear,1,bus,motorcycle,male,collision,47.225
0,4,Day,Asphalt,Dry,NA,1,car,truck,female,collision,38.36666667
0,1,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,45.40833333
0,7,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,41.36666667
0,6,Night,Asphalt,Dry,NA,2,car,car,male,collision,27.18055556
NA,5,Night,Soil,Dry,Clear,3,bus,car,NA,runover,NA
0,2,Night,Asphalt,Dry,Clear,1,car,car,male,collision,29.275
0,3,Dawn,Asphalt,Dry,Clear,3,car,motorcycle,female,collision,34.29444444
0,5,Night,Asphalt,Dry,NA,1,car,pedestrian,male,collision,27.21666667
0,7,Night,Asphalt,Dry,NA,2,truck,NA,male,collision,45.39722222
0,2,Day,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,32.28055556
1,4,Day,Asphalt,Wet or Damaged,Unclear,NA,car,truck,male,collision,34.04444444
0,3,Day,Asphalt,Dry,Clear,1,truck,NA,male,collision,53.35555556
0,7,Day,Asphalt,NA,NA,1,bus,motorcycle,male,collision,39.33888889
0,7,Day,Soil,Dry,NA,NA,truck,NA,male,collision,26.16944444
0,2,Day,Asphalt,Dry,Clear,1,car,car,male,collision,35.325
0,2,Night,Asphalt,Dry,NA,3,motorcycle,truck,male,collision,23.89166667
1,2,Day,Asphalt,Dry,Clear,1,motorcycle,pedestrian,male,collision,28.96388889
0,2,Night,Asphalt,Dry,Clear,3,truck,car,male,collision,27.87222222
0,2,Day,Asphalt,Dry,Clear,1,car,NA,male,collision,41.41111111
0,6,Night,Asphalt,Dry,Clear,2,car,car,male,collision,54.49722222
0,6,Day,Asphalt,NA,NA,NA,motorcycle,truck,male,collision,41.44166667
0,3,Night,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,25.16111111
