outcome,day_crash,hour_crash,road_type,road_condition,weather_condition,visibility,type_vehicle,type_vehicle2,gender,crash_type,age
0,7,Night,Soil,Dry,Clear,3,truck,car,male,collision,33.26944444
0,1,Dawn,Asphalt,NA,Clear,1,car,car,male,collision,25.13611111
0,4,Night,Asphalt,Dry,Clear,2,motorcycle,car,male,collision,29.77222222
0,7,Dawn,Soil,Dry,Clear,1,truck,NA,male,collision,54.57777778
0,7,Night,Asphalt,Dry,NA,2,car,car,male,collision,39.22222222
0,3,Night,Asphalt,Dry,Clear,3,car,car,female,collision,43.01666667
0,3,Day,Asphalt,Wet or Damaged,Unclear,1,car,car,male,collision,37.41388889
1,6,Night,NA,NA,NA,1,car,NA,male,collision,NA
0,5,Day,Asphalt,NA,Clear,2,truck,car,male,collision,20.075
0,3,Day,Soil,Dry,Clear,1,truck,NA,male,collision,30.76388889
0,5,Day,Asphalt,Dry,Clear,NA,car,car,male,collision,33.91111111
0,6,Dawn,Asphalt,NA,Clear,3,car,NA,male,collision,32
0,2,Dawn,Asphalt,Dry,Clear,1,bus,car,female,collision,34.93611111
0,5,Day,Asphalt,NA,Clear,1,bus,car,male,collision,41.225
1,4,Dawn,Asphalt,Dry,Clear,2,bus,motorcycle,male,collision,30.92222222
0,6,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,30.14722222
0,7,Day,Asphalt,Dry,NA,NA,car,car,male,collision,32.93888889
0,2,Night,Asphalt,Dry,Clear,2,car,car,male,collision,30.21388889
0,4,Night,Asphalt,Dry,Clear,3,car,car,male,collision,29.3
0,3,Night,Asphalt,Dry,Clear,1,bus,car,male,collision,53.16111111
1,5,Night,Asphalt,Dry,Clear,3,car,bicycle,male,collision,44.16111111
0,2,Day,Asphalt,NA,NA,NA,car,bus,male,collision,33.21666667
0,7,Night,Asphalt,Dry,Clear,2,car,car,male,collision,27.20277778
0,6,Night,Asphalt,Dry,NA,2,truck,car,male,collision,42.34166667
0,7,Day,Asphalt,NA,NA,1,motorcycle,truck,male,collision,28.18055556
0,4,Day,Asphalt,Dry,Clear,3,motorcycle,car,male,runover,24.01388889
0,3,Day,Asphalt,NA,Clear,1,car,car,male,collision,33.27777778
1,7,Night,Asphalt,Dry,Clear,NA,bus,motorcycle,male,collision,29.85833333
0,2,Night,Asphalt,Dry,NA,2,car,car,male,collision,32.94444444
0,7,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,37.30833333
0,7,Night,Asphalt,Dry,Clear,2,car,NA,male,collision,28.11944444
0,1,Day,Asphalt,Dry,NA,1,car,car,male,collision,30.91388889
0,5,Night,Asphalt,Dry,Clear,2,motorcycle,pedestrian,male,collision,40.13333333
0,6,Night,Asphalt,Dry,NA,2,car,car,male,collision,27.18055556
0,2,Night,Soil,Dry,Clear,1,car,car,male,collision,60.63055556
0,7,Day,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,26.13055556
0,2,Day,Asphalt,Dry,Clear,1,car,car,male,collision,48.14444444
1,2,Dawn,Asphalt,Dry,Clear,2,truck,motorcycle,male,collision,29.00277778
0,5,Day,Asphalt,Dry,Clear,1,car,car,male,collision,33.93055556
0,4,Dawn,Asphalt,Dry,Clear,NA,bus,NA,male,collision,44.22777778
0,6,Day,Asphalt,Dry,Clear,NA,truck,NA,male,collision,32.93611111
0,3,Night,Asphalt,Dry,Clear,3,truck,car,male,collision,31.21111111
0,6,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,33.95277778
0,1,Day,Asphalt,Dry,Clear,1,truck,NA,male,collision,33.03888889
1,2,Day,Asphalt,NA,Clear,1,car,motorcycle,male,collision,40.09166667
0,2,Day,NA,NA,Clear,1,car,car,female,collision,38.35
0,2,Day,Asphalt,Dry,NA,1,car,car,male,collision,30.86944444
0,5,Dawn,Asphalt,Dry,Clear,2,car,NA,male,collision,31.19722222
0,3,Night,Asphalt,Dry,Clear,1,truck,truck,male,collision,36.98333333
0,5,Day,Asphalt,Dry,Clear,1,bus,bus,male,collision,53.30277778
0,2,Day,Asphalt,NA,Clear,2,car,motorcycle,male,collision,36.98333333
0,7,Day,Asphalt,Dry,Clear,1,motorcycle,truck,male,collision,26.16944444
0,1,Night,Asphalt,NA,Clear,1,truck,car,male,collision,38.19166667
0,1,Dawn,Asphalt,Dry,Clear,1,truck,NA,male,runover,19.14722222
0,1,Day,Asphalt,Dry,Clear,1,truck,NA,male,collision,50.17222222
0,2,Night,Asphalt,NA,NA,NA,car,motorcycle,female,collision,56.61111111
0,6,Night,Asphalt,Dry,Clear,2,motorcycle,car,male,collision,29.85555556
0,3,Day,Asphalt,Dry,NA,1,car,car,male,collision,29.2
1,2,Night,Asphalt,NA,Clear,1,motorcycle,car,male,collision,25.94166667
0,3,Night,Asphalt,Dry,Clear,2,car,truck,male,collision,31.23055556
0,5,Night,Asphalt,Dry,Clear,1,truck,truck,male,collision,36.95277778
NA,1,Dawn,Asphalt,Dry,Clear,1,car,motorcycle,NA,collision,NA
0,5,Day,Asphalt,Dry,Clear,2,bus,car,male,collision,33.12777778
1,1,Dawn,NA,NA,Clear,1,car,pedestrian,female,collision,51.10833333
1,1,Day,Asphalt,Dry,Clear,1,car,pedestrian,male,collision,30.7
1,1,Day,Asphalt,Dry,NA,1,bus,pedestrian,male,collision,29.97777778
0,7,Night,Asphalt,Wet or Damaged,Unclear,3,motorcycle,car,male,collision,35.02777778
1,2,Night,Asphalt,Dry,Clear,1,car,motorcycle,female,collision,32.86666667
1,7,Dawn,Asphalt,Dry,Clear,1,truck,truck,male,collision,33.01666667
0,6,Day,Asphalt,Dry,NA,1,bus,car,male,collision,NA
1,5,Dawn,Asphalt,Dry,Clear,2,truck,NA,male,collision,40.075
1,6,Night,Asphalt,Dry,Clear,2,car,motorcycle,male,collision,40.07777778
0,2,Night,Asphalt,Wet or Damaged,Unclear,1,bus,truck,male,collision,32.90555556
1,6,Day,NA,NA,NA,NA,motorcycle,car,male,collision,23.72777778
NA,7,Night,Asphalt,Dry,Clear,NA,car,car,male,collision,31.96388889
0,4,Dawn,Asphalt,Dry,Clear,2,car,motorcycle,male,collision,47.11666667
1,5,Night,Asphalt,Dry,NA,2,car,motorcycle,male,collision,52.17222222
1,2,Day,Asphalt,Dry,NA,NA,car,pedestrian,male,collision,32.76944444
NA,5,Night,Asphalt,Dry,NA,NA,car,motorcycle,male,collision,29.89166667
1,1,Night,Asphalt,Dry,NA,1,car,pedestrian,male,collision,66.48333333
0,4,Night,Asphalt,Dry,Clear,2,car,motorcycle,male,collision,30.78888889
0,3,Day,Asphalt,Dry,Clear,1,truck,truck,male,collision,NA
0,1,Night,Asphalt,Dry,Clear,1,car,car,male,collision,34.93333333
0,6,Night,Asphalt,Dry,NA,NA,truck,truck,male,collision,36.95277778
0,6,Day,Asphalt,Dry,Clear,1,car,car,male,collision,30.79166667
0,7,Day,Asphalt,Dry,NA,NA,bus,car,male,collision,33.93611111
0,3,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,27.79722222
0,7,Night,Asphalt,Dry,Clear,NA,bus,bus,male,collision,36.95833333
0,4,Day,Asphalt,Dry,Clear,1,motorcycle,truck,male,runover,36.93055556
0,3,Dawn,Asphalt,NA,Clear,NA,car,NA,female,collision,41.025
0,7,Night,Asphalt,Dry,Clear,2,truck,car,male,collision,22.67777778
0,6,Day,Asphalt,Dry,Clear,1,motorcycle,car,male,runover,35.88333333
0,7,Day,Asphalt,Dry,Clear,1,car,car,male,collision,44.06111111
0,4,Day,Asphalt,Dry,NA,1,bus,truck,male,collision,51.13611111
0,7,Day,Asphalt,Wet or Damaged,NA,NA,bus,car,male,collision,33.93611111
0,5,Night,Asphalt,Dry,Clear,2,truck,NA,male,collision,29.87222222
0,5,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,23.74444444
0,2,Day,Asphalt,Dry,NA,1,truck,car,male,collision,25.70833333
0,1,Night,Asphalt,Dry,Clear,2,car,truck,male,collision,37.97777778
0,2,Day,Asphalt,Dry,Clear,2,truck,truck,male,collision,42.99444444
0,1,Night,Asphalt,NA,NA,NA,truck,car,male,collision,64.35833333
0,5,Dawn,Asphalt,Dry,Clear,1,car,motorcycle,male,collision,35.35277778
0,1,Night,Asphalt,Wet or Damaged,Unclear,2,motorcycle,car,male,collision,23.77222222
0,1,Night,Asphalt,NA,NA,3,car,car,male,collision,39.38055556
0,6,Day,Asphalt,NA,Clear,NA,truck,car,male,collision,41.98888889
0,5,Day,Asphalt,NA,Clear,1,truck,car,male,collision,27.82222222
0,6,Night,Asphalt,NA,Clear,2,car,car,male,collision,35.16111111
0,7,Day,Asphalt,Wet or Damaged,Unclear,1,bus,car,male,collision,28.74166667
0,1,Dawn,Asphalt,Dry,Clear,1,car,NA,male,collision,36.41388889
0,5,Dawn,Asphalt,Dry,NA,2,car,NA,male,collision,43.03888889
0,2,Day,Asphalt,NA,NA,1,motorcycle,car,male,collision,22.81944444
0,7,Night,Asphalt,Dry,Clear,NA,car,motorcycle,male,collision,42.03333333
0,6,Day,Asphalt,Dry,Clear,1,car,truck,male,collision,NA
0,6,Night,NA,NA,Clear,2,car,NA,NA,collision,41.5
0,5,Night,Asphalt,Dry,NA,2,car,motorcycle,male,collision,27.00277778
0,5,Night,Asphalt,Dry,Unclear,2,car,car,male,collision,36.91388889
0,1,Dawn,Asphalt,NA,NA,3,bus,car,male,collision,37.05833333
0,3,Day,Asphalt,Dry,Clear,1,car,motorcycle,male,collision,52.20555556
0,2,Day,Asphalt,Dry,NA,1,truck,truck,male,collision,21.72777778
0,7,Day,Asphalt,Dry,Clear,1,car,car,male,collision,29.19166667
0,6,Day,Asphalt,Wet or Damaged,Unclear,1,car,car,male,collision,29.83611111
0,1,Night,Asphalt,NA,Clear,3,truck,car,male,collision,25.97777778
0,3,Day,Asphalt,Dry,Clear,1,car,bus,male,collision,32.79166667
0,1,Night,Asphalt,Dry,Clear,2,truck,truck,male,collision,38.13333333
0,3,Dawn,Asphalt,Dry,Clear,1,car,NA,male,collision,41.00555556
0,6,Night,Asphalt,NA,Clear,NA,bus,car,male,collision,41.93333333
0,1,Night,Asphalt,NA,Clear,1,bus,car,male,collision,34.03611111
0,4,Day,Asphalt,Dry,Clear,1,car,motorcycle,male,collision,23.81944444
0,3,Night,Soil,Dry,Clear,1,truck,car,male,collision,34.80277778
0,1,Dawn,Asphalt,NA,NA,1,car,car,male,collision,38.13333333
0,7,Day,Asphalt,Dry,Clear,1,truck,motorcycle,male,collision,31.84722222
0,3,Day,Asphalt,Dry,NA,1,car,car,female,collision,35.075
0,2,Night,Asphalt,Dry,Clear,2,car,car,male,collision,42.93611111
0,7,Night,NA,NA,Clear,2,car,car,male,collision,24.64722222
0,1,Day,Asphalt,NA,NA,1,bus,car,male,collision,52.33611111
0,2,Night,Asphalt,NA,Clear,2,motorcycle,car,male,collision,27.71666667
0,7,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,26.96944444
0,5,Day,Asphalt,Dry,NA,1,car,car,male,collision,25.93055556
0,1,Day,Asphalt,NA,Clear,2,car,car,female,collision,20.59166667
0,1,Dawn,Asphalt,Dry,Clear,NA,NA,car,NA,collision,NA
0,7,Day,Asphalt,Dry,Clear,1,car,motorcycle,male,collision,48.00277778
0,2,Day,Asphalt,NA,Clear,2,car,car,male,collision,32.00833333
0,2,Day,Asphalt,NA,Clear,2,bus,car,male,collision,47.11111111
0,4,Day,Asphalt,Dry,NA,1,car,car,male,collision,34.07777778
0,4,Day,Asphalt,NA,NA,1,car,motorcycle,male,collision,33.77222222
0,3,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,50.04166667
0,2,Day,Asphalt,Dry,Clear,1,car,car,female,collision,32.04722222
0,6,Day,Asphalt,NA,NA,1,bus,car,male,collision,34.81111111
0,3,Day,Asphalt,Dry,Clear,1,motorcycle,bus,male,collision,34.00277778
0,3,Night,Asphalt,Dry,Clear,1,car,car,male,collision,43.23055556
0,2,Dawn,Asphalt,Wet or Damaged,NA,1,car,car,male,collision,49.1
0,6,Day,Soil,Wet or Damaged,Clear,1,car,truck,male,collision,25.75833333
0,5,Night,NA,NA,NA,NA,motorcycle,car,male,runover,24.93333333
0,2,Day,Asphalt,Dry,Clear,1,car,motorcycle,NA,collision,NA
0,7,Night,Asphalt,Dry,NA,1,truck,car,male,collision,40.11944444
0,2,Dawn,Asphalt,NA,NA,1,car,NA,male,collision,36.16388889
0,1,Day,Soil,NA,NA,1,motorcycle,car,male,collision,27.69444444
0,5,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,59.29444444
0,2,Night,Soil,NA,Clear,3,truck,car,male,runover,30.93611111
0,6,Dawn,Asphalt,NA,NA,NA,car,car,male,collision,30.03055556
0,4,Day,Asphalt,Wet or Damaged,Clear,1,truck,truck,male,collision,43.93611111
0,5,Night,Asphalt,Dry,NA,2,truck,car,male,collision,36.95277778
0,5,Day,Asphalt,NA,Clear,1,motorcycle,bus,male,collision,24.83611111
NA,4,Night,Soil,Dry,NA,1,truck,car,NA,collision,NA
0,6,Night,Soil,NA,NA,3,truck,car,male,collision,40.175
0,5,Night,Asphalt,NA,Clear,NA,NA,car,NA,collision,NA
NA,1,Day,Asphalt,Dry,NA,1,motorcycle,car,male,collision,25.66666667
0,4,Night,NA,Wet or Damaged,Unclear,1,car,NA,female,collision,39.89722222
0,2,Day,Asphalt,NA,NA,1,bus,car,male,collision,26.87777778
0,1,Night,Soil,Dry,Clear,1,truck,car,male,collision,55.225
0,3,Night,Asphalt,Dry,Clear,3,bus,bus,male,collision,39.13333333
0,2,Day,Asphalt,NA,Clear,1,truck,bus,male,collision,37.94166667
0,7,Dawn,Asphalt,NA,Clear,1,car,car,male,collision,33.77777778
0,2,Day,Asphalt,Wet or Damaged,Unclear,1,truck,bus,male,collision,28.84722222
0,3,Night,Asphalt,NA,Clear,1,motorcycle,car,male,collision,43.09444444
0,6,Night,Asphalt,Dry,Clear,3,car,car,male,collision,27.025
0,2,Night,Asphalt,NA,Clear,1,truck,NA,male,collision,33.78611111
0,6,Dawn,NA,NA,NA,2,car,truck,male,collision,42.34166667
0,3,Day,Asphalt,Dry,Clear,1,motorcycle,truck,male,collision,23.64166667
0,2,Day,Asphalt,NA,NA,1,car,car,male,collision,28.98333333
0,1,Night,Asphalt,Dry,Clear,2,car,car,male,collision,42.875
0,5,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,27.02222222
0,7,Night,Asphalt,Dry,Clear,2,car,truck,male,collision,23.63333333
0,5,Day,Asphalt,NA,Clear,2,truck,motorcycle,male,collision,39.35277778
0,2,Day,Asphalt,NA,NA,1,car,car,male,collision,29.94166667
0,1,Day,NA,NA,Clear,1,truck,bus,male,collision,29.70555556
0,4,Day,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,26.65
0,2,Day,Asphalt,NA,NA,1,truck,car,male,collision,52.26111111
1,1,Day,Asphalt,NA,Clear,1,motorcycle,car,male,collision,37.97777778
0,3,Night,Asphalt,Wet or Damaged,Clear,1,truck,truck,male,collision,33.23888889
0,1,Day,Asphalt,NA,NA,1,bus,car,male,collision,41.11666667
NA,5,Day,Soil,NA,NA,1,truck,NA,male,collision,28.7
0,5,Night,Asphalt,NA,NA,1,bus,car,male,collision,NA
0,1,Day,Asphalt,Wet or Damaged,Clear,1,car,car,male,collision,30.73888889
0,7,Night,Asphalt,Dry,Clear,NA,car,car,NA,collision,NA
0,7,Night,Asphalt,Dry,Clear,2,car,car,female,collision,29.21111111
0,3,Night,Soil,NA,NA,3,car,car,male,collision,67.23055556
0,7,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,27.18333333
0,7,Night,Asphalt,Dry,Clear,2,car,car,male,collision,53.36666667
0,2,Day,Asphalt,NA,NA,NA,car,car,male,collision,56.04722222
1,4,Night,Asphalt,Dry,NA,1,bus,motorcycle,male,collision,52.15
0,5,Day,Asphalt,NA,Clear,1,car,car,female,collision,44.17222222
0,7,Night,Asphalt,NA,Clear,1,car,car,male,collision,37.28888889
0,4,Day,NA,Dry,Clear,1,bus,car,male,collision,40.85277778
0,4,Night,Asphalt,NA,NA,1,car,car,male,collision,32.07222222
0,2,Night,Asphalt,NA,NA,1,car,NA,male,collision,33.76666667
0,2,Dawn,Asphalt,NA,Clear,2,car,car,male,collision,24.08611111
0,3,Day,Asphalt,Dry,NA,1,bus,car,male,collision,31.73888889
0,5,Day,Asphalt,Dry,Clear,2,motorcycle,motorcycle,male,collision,21.83333333
0,4,Dawn,Asphalt,Dry,NA,1,truck,car,male,collision,27.66388889
0,2,Day,Asphalt,NA,NA,1,truck,car,male,collision,35.01388889
0,2,Night,Asphalt,Dry,Clear,2,car,car,male,collision,40.82777778
0,3,Day,Asphalt,Dry,NA,1,motorcycle,car,male,collision,24.61666667
0,3,Night,Asphalt,NA,Clear,2,truck,car,male,collision,39.28888889
0,7,Night,Asphalt,Dry,NA,2,car,car,male,collision,46.24722222
0,4,Day,Soil,Wet or Damaged,Clear,1,truck,car,male,collision,29.71388889
1,6,Night,Asphalt,NA,NA,NA,motorcycle,motorcycle,male,collision,27.76666667
0,5,Day,Asphalt,NA,NA,1,car,car,male,collision,39.84166667
0,7,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,24.64722222
0,2,Day,Asphalt,NA,Clear,2,car,car,male,collision,27.09166667
0,3,Day,NA,Dry,Clear,1,truck,car,male,collision,55.32777778
0,6,Day,Asphalt,Dry,Clear,2,car,car,male,collision,40.85833333
0,7,Day,Asphalt,Dry,Clear,1,car,NA,male,collision,35.78888889
1,6,Day,Asphalt,NA,Clear,1,truck,pedestrian,male,collision,43.06388889
0,6,Night,Asphalt,NA,Clear,2,truck,NA,male,collision,22.85
0,5,Night,Asphalt,Dry,NA,1,car,NA,male,collision,56.075
0,6,Day,Asphalt,NA,Clear,2,truck,NA,male,collision,24.05833333
0,6,Night,Soil,Dry,Clear,3,motorcycle,motorcycle,male,collision,26.65555556
0,2,Dawn,Asphalt,Dry,Clear,2,motorcycle,motorcycle,male,collision,22.56666667
0,1,Night,Asphalt,NA,Clear,2,car,car,male,collision,48.2
0,5,Day,Asphalt,NA,Clear,2,truck,car,male,collision,39.23611111
NA,7,Day,NA,Wet or Damaged,Clear,NA,bus,bus,male,collision,27.82777778
0,4,Night,Asphalt,NA,Clear,2,motorcycle,motorcycle,male,collision,26.65
0,4,Day,Asphalt,NA,Clear,2,truck,car,male,collision,67.7
0,2,Day,Asphalt,Wet or Damaged,Unclear,1,truck,car,male,collision,42.87777778
0,1,Day,Asphalt,Dry,Clear,1,bus,motorcycle,male,collision,22.68055556
0,2,Day,Asphalt,NA,NA,1,car,car,male,runover,26.95555556
0,1,Day,Soil,Dry,Clear,1,truck,truck,male,collision,28.66944444
0,5,Night,Asphalt,Dry,Clear,2,truck,car,male,collision,28.71944444
0,4,Day,Asphalt,Wet or Damaged,NA,1,car,car,male,collision,27.64444444
1,4,Day,Asphalt,NA,Clear,1,car,pedestrian,male,collision,33.92777778
0,2,Dawn,NA,NA,Clear,1,car,NA,male,collision,NA
0,6,Day,Asphalt,Dry,Clear,1,bus,car,male,collision,41.07222222
0,6,Day,Asphalt,NA,Clear,2,truck,car,male,collision,47.94166667
0,5,Day,Asphalt,NA,Clear,1,car,car,male,collision,49.24444444
0,2,Day,Soil,Wet or Damaged,Unclear,1,car,NA,male,collision,31.71666667
0,5,Night,Asphalt,NA,Clear,2,car,car,female,collision,57.12777778
1,3,Night,Asphalt,Dry,NA,2,car,pedestrian,male,collision,NA
0,4,Day,Asphalt,Dry,Clear,1,car,car,male,collision,48.95277778
0,3,Night,Asphalt,NA,NA,1,car,NA,male,collision,22.84166667
0,5,Night,Asphalt,NA,Clear,2,car,car,female,collision,57.12777778
0,1,Night,Asphalt,Dry,Clear,1,car,car,male,collision,45.27222222
0,6,Dawn,Asphalt,NA,Clear,1,bus,car,male,collision,51.14166667
0,3,Dawn,Asphalt,Dry,Clear,1,car,car,male,collision,57.16111111
0,7,Day,Asphalt,Dry,Clear,1,car,motorcycle,male,collision,44.06111111
0,5,Day,NA,Dry,Clear,1,truck,NA,male,collision,36.875
0,5,Day,Asphalt,Dry,Clear,1,truck,NA,male,collision,31.02222222
0,3,Day,NA,NA,NA,NA,bus,truck,male,collision,26.76388889
0,3,Dawn,Asphalt,NA,NA,1,car,motorcycle,male,collision,39.97222222
0,7,Day,Soil,Dry,Clear,1,truck,truck,male,collision,30.69722222
0,7,Dawn,Asphalt,Dry,NA,2,car,motorcycle,male,collision,23.94444444
0,1,Dawn,Asphalt,NA,NA,1,car,motorcycle,male,collision,28.825
0,4,Day,Asphalt,NA,Clear,2,car,truck,male,collision,32.81388889
0,5,Day,NA,NA,Clear,1,bus,truck,male,collision,24.71944444
0,6,Night,Asphalt,Dry,NA,2,motorcycle,car,male,collision,21.64166667
0,4,Dawn,Asphalt,Dry,Clear,1,car,truck,male,collision,30.86388889
0,7,Dawn,Soil,Dry,Clear,1,truck,car,male,collision,32.08055556
0,6,Day,NA,NA,Clear,1,car,car,male,collision,58.16666667
0,5,Night,Asphalt,Dry,Clear,3,bus,truck,male,collision,40.99166667
1,3,Night,NA,NA,Clear,NA,car,motorcycle,male,collision,26.76388889
0,3,Dawn,Asphalt,Dry,NA,1,car,car,male,collision,33.84722222
0,5,Dawn,Asphalt,NA,Clear,1,car,NA,male,collision,34.84722222
0,6,Night,Asphalt,NA,Clear,2,motorcycle,car,male,collision,26.79166667
0,7,Day,Asphalt,NA,Clear,1,motorcycle,car,male,collision,29.675
0,3,Night,Asphalt,Dry,Clear,2,car,car,male,collision,24.88888889
0,3,Day,Asphalt,Dry,NA,1,truck,car,male,collision,39.93333333
0,1,Day,Asphalt,NA,Clear,2,car,NA,male,collision,28.825
1,4,Night,Asphalt,NA,Clear,2,motorcycle,pedestrian,male,collision,25.75277778
0,6,Dawn,Asphalt,Dry,NA,1,car,bus,female,collision,44.975
0,2,Day,Asphalt,Dry,Clear,1,motorcycle,truck,male,collision,34.91666667
0,4,Day,Asphalt,Dry,NA,1,motorcycle,motorcycle,male,collision,32.775
0,6,Dawn,Asphalt,Dry,Clear,1,motorcycle,truck,male,collision,28.72222222
0,4,Day,Asphalt,Dry,Clear,1,car,car,male,collision,64.18888889
0,6,Night,Soil,NA,NA,1,bus,car,male,collision,28.76111111
1,3,Dawn,NA,NA,NA,2,car,pedestrian,male,collision,28.81111111
0,1,Day,Asphalt,Dry,Clear,1,car,car,female,collision,40.92222222
1,2,Dawn,Asphalt,NA,Clear,1,motorcycle,bicycle,male,collision,26.70277778
0,4,Day,NA,NA,Clear,1,car,car,male,collision,34.825
1,4,Day,Asphalt,Dry,Clear,1,car,NA,male,collision,30.86388889
0,2,Day,Asphalt,NA,NA,1,car,car,male,collision,42.975
0,6,Night,Asphalt,NA,NA,1,car,bus,male,collision,26.73333333
1,1,Day,Asphalt,Dry,NA,1,truck,NA,male,collision,37.13611111
0,1,Day,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,37.88055556
0,2,Day,NA,NA,NA,1,truck,truck,male,collision,35.79444444
1,3,Dawn,NA,NA,NA,NA,NA,NA,male,NA,NA
0,4,Night,Asphalt,Dry,Clear,1,car,motorcycle,female,collision,40.93055556
1,6,Night,Asphalt,Dry,NA,2,motorcycle,motorcycle,male,collision,40.96388889
0,2,Night,Soil,Dry,Clear,3,car,car,male,collision,40.88611111
0,7,Dawn,Asphalt,NA,Clear,2,car,NA,male,collision,34.95
0,2,Day,Asphalt,NA,NA,3,motorcycle,car,male,collision,25.70833333
1,5,Night,Asphalt,Dry,Clear,2,truck,motorcycle,male,collision,49.08888889
0,2,Day,Asphalt,NA,NA,3,motorcycle,car,male,collision,25.70833333
0,6,Day,NA,Dry,Unclear,NA,truck,car,female,collision,46.10833333
0,4,Day,Asphalt,Dry,Clear,1,car,car,male,collision,31.93611111
0,4,Day,Asphalt,NA,NA,1,truck,motorcycle,male,collision,52.03333333
0,5,Night,Asphalt,NA,Clear,1,bus,car,male,collision,25.85277778
1,7,Day,NA,NA,NA,NA,car,pedestrian,male,collision,25.70277778
0,5,Dawn,Asphalt,Wet or Damaged,Clear,1,car,car,male,collision,28.73888889
0,3,Day,NA,Dry,Clear,1,truck,car,male,collision,33.69166667
0,2,Dawn,Asphalt,NA,Clear,2,bus,car,male,collision,18.72222222
1,1,Dawn,Asphalt,Wet or Damaged,Clear,3,motorcycle,car,male,collision,25.70555556
0,7,Night,Asphalt,Dry,Clear,1,motorcycle,motorcycle,female,collision,26.63888889
0,2,Night,NA,Wet or Damaged,Unclear,1,truck,car,male,collision,32.925
1,5,Dawn,Asphalt,NA,NA,1,truck,pedestrian,male,collision,30.80833333
0,7,Night,Asphalt,Dry,NA,2,truck,car,male,collision,32.91944444
1,4,Night,Asphalt,Dry,NA,2,bus,motorcycle,male,collision,25.675
0,6,Night,Asphalt,NA,NA,2,car,car,male,collision,32.93611111
1,5,Night,Asphalt,Dry,NA,2,motorcycle,pedestrian,male,collision,24.68055556
0,7,Day,Asphalt,Dry,Clear,1,truck,car,male,collision,40.02222222
1,7,Day,Asphalt,Dry,Clear,1,car,pedestrian,female,collision,37.85833333
0,5,Dawn,Asphalt,Dry,Clear,2,motorcycle,bus,male,collision,40.09444444
0,4,Day,Asphalt,Dry,Clear,2,car,car,male,collision,31
1,7,Night,Soil,Dry,Clear,3,bus,bus,male,collision,47.94444444
1,2,Night,Asphalt,NA,NA,1,motorcycle,pedestrian,male,collision,28.71111111
0,1,Day,Asphalt,Dry,Clear,2,car,motorcycle,male,collision,24.825
0,3,Day,Asphalt,Dry,Clear,1,car,truck,male,runover,38.08055556
0,4,Day,Asphalt,NA,Clear,1,bus,car,male,collision,38.00555556
0,5,Night,Asphalt,Dry,NA,1,truck,car,male,collision,48.25
1,1,Dawn,Asphalt,NA,NA,NA,bus,motorcycle,male,collision,26.68055556
0,4,Night,Asphalt,NA,Clear,3,truck,car,male,collision,31.91666667
0,4,Day,Soil,Dry,Clear,1,car,NA,female,collision,37.08611111
0,1,Day,Asphalt,Dry,Clear,1,truck,NA,male,collision,42.15277778
0,3,NA,Asphalt,NA,Clear,1,car,car,male,collision,25.80833333
0,2,Dawn,Asphalt,Dry,NA,1,bus,NA,male,collision,39.11111111
0,3,Night,Asphalt,NA,Clear,3,car,car,male,collision,23.77777778
0,7,Dawn,Asphalt,Dry,NA,NA,truck,NA,male,collision,32.91944444
0,4,Dawn,Soil,NA,Clear,1,car,car,male,collision,36.89166667
0,7,Dawn,Asphalt,Dry,Clear,2,car,NA,male,collision,31.88611111
0,4,Dawn,Asphalt,Dry,Clear,1,motorcycle,car,male,collision,38.04444444
0,6,Night,Asphalt,Dry,NA,2,car,car,male,collision,32.87777778
0,5,Day,Asphalt,Dry,Clear,1,car,car,male,collision,35.02222222
0,7,Dawn,Asphalt,NA,Clear,1,truck,car,male,collision,34.91111111
0,6,Night,Asphalt,Dry,NA,2,car,motorcycle,male,collision,31.90277778
0,1,Day,Asphalt,NA,Clear,1,car,motorcycle,male,collision,29.86111111
0,5,Day,Asphalt,Dry,NA,1,car,car,male,collision,36.95277778
0,6,Day,Asphalt,NA,Clear,1,truck,motorcycle,male,collision,32.85833333
0,5,Night,Asphalt,Dry,Clear,2,car,car,male,collision,43.88055556
0,2,Day,Asphalt,NA,NA,1,car,car,male,collision,45.15833333
0,5,Day,Asphalt,NA,NA,1,motorcycle,truck,male,collision,26.79722222
1,7,Day,Asphalt,Dry,NA,1,car,motorcycle,male,collision,40.35
0,7,Day,Asphalt,Dry,Clear,1,car,car,male,collision,31.86666667
0,4,Day,Asphalt,NA,Clear,1,truck,car,male,collision,32.91111111
NA,6,Dawn,NA,Dry,NA,2,car,NA,male,collision,29.875
0,7,Dawn,Asphalt,NA,NA,1,car,NA,male,collision,31.88611111
